X1 X2 X3 Y1 Y2 Y3
0.537333674069 0.411741751469 0.0881166602427 1.56303900312 -39.3661554159 1.1255919226
0.609869804057 0.966346868957 0.593623036484 4.35490521569 -45.2722914597 0.6435229351
0.463113719163 0.63286657321 0.0107197896307 1.83508114292 -34.5147340991 0.830247145952
0.0426183929175 0.564592442825 0.226657768764 1.82523060954 9.26526726014 0.478025950093
0.828345692226 0.251715075267 0.242883396669 2.12622937774 -96.5204831772 1.57663061696
0.469372362527 0.162731186111 0.26852870496 1.59426852127 -54.3866409299 1.30664117642
0.917046274569 0.682019759512 0.971850693366 5.04400744787 -64.6925203349 1.23502651506
0.716039632108 0.329798762703 0.0784272101939 1.54941428999 -56.2847626354 1.3862408694
0.379714481544 0.497342208361 0.37044592442 2.31072494709 -25.8035957129 0.882372273183
0.596445439848 0.893706723085 0.948838285304 5.2331761608 -48.4421044114 0.702738716763
0.665345011581 0.510939045187 0.716234394135 3.74732892701 -64.0327040368 1.15440596639
0.400384941874 0.156153715804 0.88022134687 3.40447169339 -32.453538726 1.24423122607
0.757916139228 0.0752922477885 0.914938942461 3.59237191158 -80.5516137783 1.68262389144
0.273554811123 0.312391089006 0.792598649446 3.27945299947 -19.6409528914 0.961163722117
0.439101638437 0.430450680454 0.920670131237 4.09877623483 -20.8915218313 1.00865095798
0.539295505979 0.256060902348 0.750346542894 3.27403908337 -34.3718747401 1.28323460363
0.214928303998 0.237881158764 0.968423404649 3.389882424 -3.92139363066 0.977047145234
0.385714817832 0.990426860949 0.757855427768 4.62289163163 -17.4694285273 0.395287956882
0.338687294064 0.855138461749 0.748997377091 4.31790062316 -28.2548633833 0.483548832316
0.0951566779526 0.893764263022 0.624285593625 3.75409813875 -6.26699192721 0.201392414931
0.30891410901 0.940499504122 0.591626548752 3.94057456088 -35.9255802545 0.368414604888
0.456177209647 0.712497605693 0.635158813829 3.58493297401 -33.9910336617 0.743679603953
0.757525908768 0.350480221781 0.343436569869 2.56853341271 -86.9113124569 1.40704568699
0.504536728056 0.527103367761 0.498592741239 3.00540861111 -44.2048054304 0.977433360295
0.139625262888 0.344823509572 0.970863187337 3.82946606965 -14.5513847841 0.794801753316
0.919278962012 0.367709566351 0.711422120167 3.83332455097 -71.6651114983 1.55156939566
0.683974378859 0.698100441364 0.646121413697 4.04869298986 -58.1360381734 0.985873937495
0.0725130228444 0.7401576126 0.545615083847 3.20020807945 15.7871771825 0.332355410244
0.392539306894 0.182105265326 0.118457828595 1.09531036313 -32.6698595125 1.21043404157
0.0786227054382 0.222371442274 0.653862285829 2.17745583568 10.5806969805 0.856251263164
0.28519110518 0.119790208254 0.461655668941 1.90791706647 -15.1794939871 1.16540089693
0.198181471888 0.0863768138159 0.315053861259 1.39430860376 -14.3416857848 1.11180465807
0.248140581215 0.506057371302 0.702338524008 3.42813774007 -18.0003114674 0.742083209913
0.577832612167 0.598974104862 0.830318036435 4.36461926881 -52.853980638 0.978858507305
0.206402107827 0.867645486407 0.645850836096 3.87491447347 -4.1847076908 0.33875662142
0.360377031395 0.400660473893 0.320318463646 2.12806686816 -26.8692039284 0.959716557502
0.665194500339 0.827941272503 0.847313340122 4.80499856601 -74.5998667466 0.837253227836
0.0163866986332 0.26333079654 0.287505396766 1.31106039734 8.08671128186 0.753055902094
0.961679851334 0.165261293881 0.859120528917 3.86297057535 -82.2038726937 1.79641855745
0.0849043731186 0.774618912313 0.161482762549 2.07435621016 -8.1445498224 0.310285460805
0.494366686047 0.764496234536 0.924800845996 4.72829479859 -23.711035862 0.729870451511
0.0860302592265 0.442981647401 0.18593479777 1.39279435539 -6.76971705695 0.643048611826
0.489784865491 0.283576938686 0.927770205762 3.77768318534 -40.1519889092 1.20620792681
0.556291093169 0.246679803589 0.953590768498 3.77693387564 -56.848455174 1.30961128958
